employee_id,date,check_in,check_out,status,overtime_minutes
EMP004,2026-01-29,08:00:00,19:55:00,present,168
EMP005,2026-01-29,09:07:00,17:10:00,late,0
EMP006,2026-01-29,07:52:00,19:57:00,present,176
EMP007,2026-01-29,07:43:00,18:14:00,present,73
EMP008,2026-01-29,07:55:00,17:09:00,present,0
EMP009,2026-01-29,08:08:00,17:07:00,present,0
EMP010,2026-01-29,07:51:00,17:08:00,present,0
EMP011,2026-01-29,07:42:00,17:05:00,present,0
EMP012,2026-01-29,09:40:00,17:04:00,late,0
EMP013,2026-01-29,07:54:00,17:07:00,present,0
EMP014,2026-01-29,08:10:00,17:07:00,present,0
EMP015,2026-01-29,07:51:00,17:06:00,present,0
EMP016,2026-01-29,07:55:00,18:45:00,present,105
EMP017,2026-01-29,07:36:00,17:10:00,present,0
EMP018,2026-01-29,07:57:00,18:04:00,present,61
EMP019,2026-01-29,07:39:00,17:01:00,present,0
EMP020,2026-01-29,08:04:00,17:06:00,present,0
EMP021,2026-01-29,07:36:00,17:06:00,present,0
EMP022,2026-01-29,08:06:00,17:10:00,present,0
EMP023,2026-01-29,07:45:00,17:05:00,present,0
EMP024,2026-01-29,07:39:00,17:08:00,present,0
EMP025,2026-01-29,08:00:00,17:09:00,present,0
EMP026,2026-01-29,07:41:00,17:04:00,present,0
EMP027,2026-01-29,07:48:00,17:01:00,present,0
EMP028,2026-01-29,08:02:00,17:05:00,present,0
EMP029,2026-01-29,08:04:00,17:00:00,present,0
EMP030,2026-01-29,08:06:00,17:07:00,present,0
EMP031,2026-01-29,08:02:00,17:10:00,present,0
EMP032,2026-01-29,07:50:00,17:10:00,present,0
EMP033,2026-01-29,07:39:00,17:06:00,present,0
EMP034,2026-01-29,07:50:00,17:01:00,present,0
EMP035,2026-01-29,07:54:00,17:06:00,present,0
EMP036,2026-01-29,07:52:00,17:04:00,present,0
EMP037,2026-01-29,07:37:00,17:07:00,present,0
EMP038,2026-01-29,08:54:00,17:06:00,late,0
EMP039,2026-01-29,08:00:00,17:02:00,present,0
EMP040,2026-01-29,07:42:00,17:09:00,present,0
EMP041,2026-01-29,07:40:00,17:01:00,present,0
EMP042,2026-01-29,07:59:00,17:03:00,present,0
EMP043,2026-01-29,07:48:00,17:07:00,present,0
EMP044,2026-01-29,08:09:00,17:01:00,present,0
EMP045,2026-01-29,07:44:00,17:05:00,present,0
EMP046,2026-01-29,07:38:00,17:10:00,present,0
EMP047,2026-01-29,07:58:00,17:10:00,present,0
EMP048,2026-01-29,07:59:00,18:24:00,present,80
EMP049,2026-01-29,07:54:00,17:02:00,present,0
EMP050,2026-01-29,08:01:00,17:04:00,present,0
EMP001,2026-01-30,08:05:00,17:05:00,present,0
EMP002,2026-01-30,07:45:00,17:05:00,present,0
EMP003,2026-01-30,08:19:00,17:10:00,late,0
EMP004,2026-01-30,07:43:00,19:01:00,present,111
EMP005,2026-01-30,08:32:00,17:10:00,late,0
EMP006,2026-01-30,07:43:00,21:04:00,present,235
EMP007,2026-01-30,08:01:00,19:46:00,present,160
EMP008,2026-01-30,07:36:00,17:10:00,present,0
EMP009,2026-01-30,08:04:00,17:02:00,present,0
EMP010,2026-01-30,07:44:00,18:19:00,present,77
EMP011,2026-01-30,08:04:00,17:07:00,present,0
EMP012,2026-01-30,08:10:00,17:07:00,present,0
EMP013,2026-01-30,07:48:00,17:04:00,present,0
EMP014,2026-01-30,07:44:00,19:10:00,present,127
EMP015,2026-01-30,08:04:00,18:32:00,present,90
EMP016,2026-01-30,07:48:00,17:06:00,present,0
EMP017,2026-01-30,07:38:00,18:07:00,present,60
EMP018,2026-01-30,07:37:00,18:43:00,present,94
EMP019,2026-01-30,07:43:00,17:08:00,present,0
EMP020,2026-01-30,08:06:00,17:07:00,present,0
EMP021,2026-01-30,08:30:00,17:02:00,late,0
EMP022,2026-01-30,07:58:00,17:04:00,present,0
EMP023,2026-01-30,08:08:00,17:02:00,present,0
EMP024,2026-01-30,09:12:00,17:49:00,late,49
EMP025,2026-01-30,08:04:00,17:07:00,present,0
EMP026,2026-01-30,08:06:00,17:01:00,present,0
EMP027,2026-01-30,07:40:00,17:04:00,present,0
EMP028,2026-01-30,07:52:00,17:10:00,present,0
EMP029,2026-01-30,08:08:00,17:01:00,present,0
EMP030,2026-01-30,07:56:00,19:07:00,present,117
EMP031,2026-01-30,08:57:00,17:01:00,late,0
EMP032,2026-01-30,07:52:00,17:00:00,present,0
EMP033,2026-01-30,08:03:00,17:09:00,present,0
EMP034,2026-01-30,07:53:00,17:00:00,present,0
EMP035,2026-01-30,07:40:00,18:48:00,present,105
EMP036,2026-01-30,07:48:00,17:06:00,present,0
EMP037,2026-01-30,07:42:00,17:06:00,present,0
EMP038,2026-01-30,07:57:00,17:05:00,present,0
EMP039,2026-01-30,08:05:00,17:09:00,present,0
EMP040,2026-01-30,07:46:00,17:06:00,present,0
EMP041,2026-01-30,07:49:00,17:02:00,present,0
EMP042,2026-01-30,07:40:00,17:06:00,present,0
EMP043,2026-01-30,07:43:00,17:04:00,present,0
EMP044,2026-01-30,07:38:00,17:00:00,present,0
EMP045,2026-01-30,07:51:00,17:09:00,present,0
EMP046,2026-01-30,07:46:00,17:06:00,present,0
EMP047,2026-01-30,09:14:00,17:07:00,late,0
EMP048,2026-01-30,07:46:00,17:01:00,present,0
EMP049,2026-01-30,07:41:00,,present,0
EMP050,2026-01-30,08:05:00,17:06:00,present,0
EMP001,2026-02-02,08:06:00,17:09:00,present,0
EMP002,2026-02-02,08:00:00,17:47:00,present,47
EMP003,2026-02-02,08:19:00,17:10:00,late,0
EMP004,2026-02-02,08:09:00,19:24:00,present,137
EMP005,2026-02-02,08:03:00,17:07:00,present,0
EMP007,2026-02-02,07:53:00,17:00:00,present,0
EMP008,2026-02-02,08:02:00,17:07:00,present,0
EMP009,2026-02-02,07:53:00,18:28:00,present,81
EMP010,2026-02-02,08:06:00,17:00:00,present,0
EMP011,2026-02-02,09:09:00,17:01:00,late,0
EMP012,2026-02-02,08:18:00,17:03:00,late,0
EMP013,2026-02-02,07:56:00,17:10:00,present,0
EMP014,2026-02-02,07:59:00,17:10:00,present,0
EMP015,2026-02-02,07:45:00,17:04:00,present,0
EMP016,2026-02-02,07:46:00,17:09:00,present,0
EMP017,2026-02-02,08:06:00,17:03:00,present,0
EMP018,2026-02-02,08:36:00,17:08:00,late,0
EMP019,2026-02-02,07:49:00,17:03:00,present,0
EMP020,2026-02-02,07:37:00,17:08:00,present,0
EMP022,2026-02-02,08:07:00,17:01:00,present,0
EMP023,2026-02-02,07:42:00,17:09:00,present,0
EMP025,2026-02-02,08:10:00,17:45:00,present,43
EMP026,2026-02-02,07:45:00,17:07:00,present,0
EMP027,2026-02-02,07:44:00,17:05:00,present,0
EMP028,2026-02-02,08:01:00,17:00:00,present,0
EMP029,2026-02-02,08:07:00,19:13:00,present,128
EMP032,2026-02-02,07:50:00,17:08:00,present,0
EMP033,2026-02-02,08:01:00,17:07:00,present,0
EMP035,2026-02-02,07:36:00,17:08:00,present,0
EMP038,2026-02-02,07:45:00,17:06:00,present,0
EMP039,2026-02-02,07:38:00,17:10:00,present,0
EMP040,2026-02-02,08:10:00,17:05:00,present,0
EMP041,2026-02-02,08:08:00,17:02:00,present,0
EMP042,2026-02-02,08:09:00,17:09:00,present,0
EMP043,2026-02-02,08:00:00,17:04:00,present,0
EMP044,2026-02-02,07:43:00,17:08:00,present,0
EMP045,2026-02-02,07:45:00,18:48:00,present,99
EMP046,2026-02-02,08:07:00,17:00:00,present,0
EMP047,2026-02-02,08:31:00,17:09:00,late,0
EMP048,2026-02-02,08:09:00,17:03:00,present,0
EMP049,2026-02-02,07:43:00,17:08:00,present,0
EMP050,2026-02-02,07:47:00,17:05:00,present,0
EMP001,2026-02-03,08:01:00,17:43:00,present,37
EMP002,2026-02-03,07:58:00,17:08:00,present,0
EMP003,2026-02-03,08:02:00,17:07:00,present,0
EMP004,2026-02-03,08:07:00,19:59:00,present,177
EMP005,2026-02-03,08:04:00,17:02:00,present,0
EMP007,2026-02-03,08:01:00,19:43:00,present,154
EMP008,2026-02-03,07:54:00,17:04:00,present,0
EMP009,2026-02-03,08:01:00,18:13:00,present,69
EMP010,2026-02-03,07:42:00,17:01:00,present,0
EMP011,2026-02-03,07:56:00,17:07:00,present,0
EMP012,2026-02-03,09:37:00,17:07:00,late,0
EMP013,2026-02-03,07:40:00,17:10:00,present,0
EMP014,2026-02-03,07:56:00,17:07:00,present,0
EMP015,2026-02-03,07:36:00,17:04:00,present,0
EMP016,2026-02-03,07:47:00,17:08:00,present,0
EMP017,2026-02-03,07:47:00,17:08:00,present,0
EMP018,2026-02-03,08:18:00,17:03:00,late,0
EMP019,2026-02-03,08:03:00,18:47:00,present,98
EMP020,2026-02-03,07:36:00,17:02:00,present,0
EMP022,2026-02-03,07:51:00,17:50:00,present,42
EMP023,2026-02-03,08:55:00,17:10:00,late,0
EMP025,2026-02-03,07:36:00,17:04:00,present,0
EMP026,2026-02-03,07:55:00,17:01:00,present,0
EMP027,2026-02-03,07:50:00,17:08:00,present,0
EMP028,2026-02-03,08:04:00,17:01:00,present,0
EMP029,2026-02-03,07:36:00,20:40:00,present,210
EMP032,2026-02-03,07:43:00,17:06:00,present,0
EMP033,2026-02-03,07:44:00,17:02:00,present,0
EMP035,2026-02-03,08:10:00,18:38:00,present,89
EMP038,2026-02-03,,,absent,0
EMP039,2026-02-03,08:05:00,17:04:00,present,0
EMP040,2026-02-03,07:48:00,17:08:00,present,0
EMP041,2026-02-03,07:39:00,17:06:00,present,0
EMP042,2026-02-03,07:52:00,17:03:00,present,0
EMP043,2026-02-03,07:56:00,17:07:00,present,0
EMP044,2026-02-03,07:48:00,17:09:00,present,0
EMP045,2026-02-03,08:05:00,17:41:00,present,31
EMP046,2026-02-03,08:00:00,17:10:00,present,0
EMP047,2026-02-03,08:03:00,17:05:00,present,0
EMP048,2026-02-03,07:59:00,17:00:00,present,0
EMP049,2026-02-03,07:35:00,17:00:00,present,0
EMP050,2026-02-03,07:47:00,18:58:00,present,108
EMP001,2026-02-04,08:06:00,17:00:00,present,0
EMP002,2026-02-04,07:48:00,20:49:00,present,223
EMP003,2026-02-04,08:40:00,17:09:00,late,0
EMP004,2026-02-04,07:43:00,17:09:00,present,0
EMP005,2026-02-04,08:18:00,17:10:00,late,0
EMP007,2026-02-04,08:04:00,19:59:00,present,169
EMP008,2026-02-04,07:55:00,17:06:00,present,0
EMP009,2026-02-04,07:58:00,17:00:00,present,0
EMP010,2026-02-04,08:01:00,,present,0
EMP011,2026-02-04,07:36:00,17:03:00,present,0
EMP012,2026-02-04,08:37:00,17:01:00,late,0
EMP013,2026-02-04,07:36:00,17:10:00,present,0
EMP014,2026-02-04,08:05:00,19:27:00,present,147
EMP015,2026-02-04,07:39:00,17:09:00,present,0
EMP016,2026-02-04,07:42:00,17:37:00,present,37
EMP017,2026-02-04,07:43:00,18:26:00,present,86
EMP018,2026-02-04,08:10:00,18:24:00,present,78
EMP019,2026-02-04,07:35:00,17:07:00,present,0
EMP020,2026-02-04,07:56:00,17:10:00,present,0
EMP022,2026-02-04,07:47:00,17:00:00,present,0
EMP023,2026-02-04,09:29:00,17:08:00,late,0
EMP025,2026-02-04,08:03:00,17:02:00,present,0
EMP026,2026-02-04,08:02:00,17:10:00,present,0
EMP027,2026-02-04,07:44:00,17:04:00,present,0
EMP028,2026-02-04,08:08:00,17:10:00,present,0
EMP029,2026-02-04,08:10:00,17:03:00,present,0
EMP032,2026-02-04,07:39:00,17:10:00,present,0
EMP033,2026-02-04,07:56:00,17:09:00,present,0
EMP035,2026-02-04,07:45:00,18:17:00,present,70
EMP035,2026-02-04,07:45:00,18:17:00,present,70
EMP038,2026-02-04,08:43:00,17:05:00,late,0
EMP039,2026-02-04,07:35:00,17:01:00,present,0
EMP040,2026-02-04,08:03:00,17:09:00,present,0
EMP041,2026-02-04,07:47:00,17:02:00,present,0
EMP042,2026-02-04,08:10:00,17:03:00,present,0
EMP043,2026-02-04,07:36:00,17:02:00,present,0
EMP044,2026-02-04,07:48:00,17:03:00,present,0
EMP045,2026-02-04,08:02:00,17:01:00,present,0
EMP046,2026-02-04,09:24:00,17:05:00,late,0
EMP047,2026-02-04,07:47:00,17:04:00,present,0
EMP048,2026-02-04,07:52:00,17:08:00,present,0
EMP049,2026-02-04,07:40:00,17:10:00,present,0
EMP050,2026-02-04,08:07:00,17:08:00,present,0
EMP001,2026-02-05,08:05:00,17:07:00,present,0
EMP002,2026-02-05,07:37:00,18:58:00,present,111
EMP003,2026-02-05,07:45:00,17:05:00,present,0
EMP004,2026-02-05,07:53:00,17:09:00,present,0
EMP005,2026-02-05,08:02:00,17:07:00,present,0
EMP007,2026-02-05,07:49:00,18:24:00,present,79
EMP008,2026-02-05,08:09:00,17:04:00,present,0
EMP009,2026-02-05,07:37:00,17:05:00,present,0
EMP010,2026-02-05,07:52:00,17:09:00,present,0
EMP011,2026-02-05,07:51:00,18:12:00,present,68
EMP012,2026-02-05,09:30:00,17:00:00,late,0
EMP013,2026-02-05,07:44:00,17:03:00,present,0
EMP014,2026-02-05,08:08:00,17:07:00,present,0
EMP015,2026-02-05,07:55:00,17:06:00,present,0
EMP016,2026-02-05,08:03:00,17:00:00,present,0
EMP017,2026-02-05,07:35:00,17:10:00,present,0
EMP018,2026-02-05,08:00:00,17:08:00,present,0
EMP019,2026-02-05,07:37:00,17:02:00,present,0
EMP020,2026-02-05,08:00:00,17:03:00,present,0
EMP022,2026-02-05,08:05:00,17:09:00,present,0
EMP023,2026-02-05,09:26:00,17:09:00,late,0
EMP025,2026-02-05,07:59:00,17:03:00,present,0
EMP026,2026-02-05,07:58:00,17:02:00,present,0
EMP027,2026-02-05,07:42:00,17:06:00,present,0
EMP028,2026-02-05,07:48:00,17:03:00,present,0
EMP029,2026-02-05,07:45:00,17:09:00,present,0
EMP032,2026-02-05,07:47:00,17:55:00,present,48
EMP033,2026-02-05,08:08:00,17:09:00,present,0
EMP035,2026-02-05,07:40:00,20:01:00,present,176
EMP038,2026-02-05,07:46:00,17:02:00,present,0
EMP039,2026-02-05,07:46:00,17:01:00,present,0
EMP040,2026-02-05,07:45:00,17:10:00,present,0
EMP041,2026-02-05,07:48:00,17:06:00,present,0
EMP042,2026-02-05,07:39:00,17:08:00,present,0
EMP043,2026-02-05,07:51:00,17:00:00,present,0
EMP044,2026-02-05,08:04:00,17:06:00,present,0
EMP045,2026-02-05,,,absent,0
EMP046,2026-02-05,07:55:00,17:07:00,present,0
EMP047,2026-02-05,09:12:00,17:04:00,late,0
EMP048,2026-02-05,,,absent,0
EMP049,2026-02-05,07:53:00,17:06:00,present,0
EMP050,2026-02-05,,,absent,0
EMP001,2026-02-06,08:03:00,17:03:00,present,0
EMP002,2026-02-06,08:03:00,17:08:00,present,0
EMP003,2026-02-06,07:54:00,,present,0
EMP004,2026-02-06,07:50:00,19:04:00,present,121
EMP005,2026-02-06,08:40:00,17:01:00,late,0
EMP007,2026-02-06,07:45:00,18:36:00,present,95
EMP008,2026-02-06,07:48:00,17:06:00,present,0
EMP009,2026-02-06,07:57:00,17:00:00,present,0
EMP010,2026-02-06,08:04:00,17:10:00,present,0
EMP011,2026-02-06,08:43:00,17:09:00,late,0
EMP012,2026-02-06,09:28:00,17:01:00,late,0
EMP013,2026-02-06,07:43:00,17:10:00,present,0
EMP014,2026-02-06,08:05:00,18:13:00,present,64
EMP015,2026-02-06,07:49:00,17:00:00,present,0
EMP016,2026-02-06,07:54:00,17:06:00,present,0
EMP017,2026-02-06,07:58:00,17:03:00,present,0
EMP018,2026-02-06,08:03:00,17:05:00,present,0
EMP019,2026-02-06,07:37:00,17:06:00,present,0
EMP020,2026-02-06,,,absent,0
EMP022,2026-02-06,07:56:00,17:03:00,present,0
EMP023,2026-02-06,08:44:00,17:06:00,late,0
EMP025,2026-02-06,07:39:00,17:01:00,present,0
EMP026,2026-02-06,07:48:00,17:02:00,present,0
EMP027,2026-02-06,07:50:00,17:06:00,present,0
EMP028,2026-02-06,07:50:00,17:09:00,present,0
EMP029,2026-02-06,07:47:00,20:04:00,present,183
EMP032,2026-02-06,08:05:00,17:08:00,present,0
EMP033,2026-02-06,08:05:00,18:24:00,present,78
EMP035,2026-02-06,08:09:00,18:48:00,present,104
EMP038,2026-02-06,08:05:00,17:54:00,present,47
EMP039,2026-02-06,,,absent,0
EMP040,2026-02-06,07:58:00,17:06:00,present,0
EMP041,2026-02-06,08:06:00,17:09:00,present,0
EMP042,2026-02-06,07:42:00,17:09:00,present,0
EMP043,2026-02-06,07:57:00,17:07:00,present,0
EMP044,2026-02-06,07:59:00,17:03:00,present,0
EMP045,2026-02-06,07:36:00,17:10:00,present,0
EMP046,2026-02-06,08:47:00,17:10:00,late,0
EMP047,2026-02-06,07:59:00,17:09:00,present,0
EMP048,2026-02-06,08:02:00,17:06:00,present,0
EMP049,2026-02-06,07:59:00,17:06:00,present,0
EMP050,2026-02-06,07:41:00,17:05:00,present,0
EMP001,2026-02-09,08:00:00,17:00:00,present,0
EMP002,2026-02-09,,,absent,0
EMP003,2026-02-09,08:08:00,17:04:00,present,0
EMP004,2026-02-09,07:43:00,18:54:00,present,106
EMP005,2026-02-09,08:23:00,17:03:00,late,0
EMP007,2026-02-09,07:41:00,17:04:00,present,0
EMP008,2026-02-09,07:36:00,17:07:00,present,0
EMP009,2026-02-09,,,absent,0
EMP010,2026-02-09,07:35:00,17:00:00,present,0
EMP011,2026-02-09,,,absent,0
EMP012,2026-02-09,08:09:00,17:07:00,present,0
EMP013,2026-02-09,07:58:00,17:05:00,present,0
EMP014,2026-02-09,08:00:00,18:19:00,present,74
EMP015,2026-02-09,,,absent,0
EMP016,2026-02-09,08:00:00,17:02:00,present,0
EMP017,2026-02-09,07:50:00,17:09:00,present,0
EMP018,2026-02-09,07:35:00,17:05:00,present,0
EMP019,2026-02-09,07:55:00,17:03:00,present,0
EMP020,2026-02-09,07:40:00,17:07:00,present,0
EMP022,2026-02-09,07:59:00,17:03:00,present,0
EMP023,2026-02-09,08:07:00,18:34:00,present,93
EMP025,2026-02-09,08:04:00,17:07:00,present,0
EMP026,2026-02-09,07:50:00,17:10:00,present,0
EMP027,2026-02-09,07:36:00,17:05:00,present,0
EMP028,2026-02-09,07:51:00,17:10:00,present,0
EMP029,2026-02-09,08:06:00,21:02:00,present,237
EMP032,2026-02-09,07:39:00,17:06:00,present,0
EMP033,2026-02-09,08:10:00,17:06:00,present,0
EMP035,2026-02-09,07:40:00,19:36:00,present,147
EMP038,2026-02-09,07:55:00,17:09:00,present,0
EMP039,2026-02-09,07:47:00,17:06:00,present,0
EMP040,2026-02-09,07:43:00,17:09:00,present,0
EMP041,2026-02-09,,,absent,0
EMP042,2026-02-09,07:55:00,17:04:00,present,0
EMP043,2026-02-09,07:53:00,17:10:00,present,0
EMP044,2026-02-09,07:55:00,17:01:00,present,0
EMP045,2026-02-09,07:48:00,17:06:00,present,0
EMP046,2026-02-09,07:49:00,17:00:00,present,0
EMP047,2026-02-09,07:54:00,17:10:00,present,0
EMP048,2026-02-09,,,absent,0
EMP049,2026-02-09,08:02:00,17:05:00,present,0
EMP050,2026-02-09,07:53:00,17:03:00,present,0
EMP001,2026-02-10,07:55:00,17:09:00,present,0
EMP002,2026-02-10,07:54:00,17:02:00,present,0
EMP003,2026-02-10,08:41:00,17:00:00,late,0
EMP004,2026-02-10,07:44:00,19:59:00,present,169
EMP005,2026-02-10,07:46:00,17:01:00,present,0
EMP007,2026-02-10,07:44:00,17:00:00,present,0
EMP008,2026-02-10,07:46:00,17:06:00,present,0
EMP009,2026-02-10,07:40:00,17:10:00,present,0
EMP010,2026-02-10,07:35:00,17:01:00,present,0
EMP011,2026-02-10,09:29:00,17:07:00,late,0
EMP012,2026-02-10,09:17:00,17:06:00,late,0
EMP013,2026-02-10,08:09:00,17:00:00,present,0
EMP014,2026-02-10,08:08:00,17:09:00,present,0
EMP015,2026-02-10,07:48:00,17:01:00,present,0
EMP016,2026-02-10,08:10:00,17:05:00,present,0
EMP017,2026-02-10,07:45:00,18:02:00,present,62
EMP018,2026-02-10,07:45:00,,present,0
EMP019,2026-02-10,08:08:00,17:04:00,present,0
EMP020,2026-02-10,07:55:00,17:05:00,present,0
EMP022,2026-02-10,07:37:00,17:03:00,present,0
EMP023,2026-02-10,09:26:00,17:05:00,late,0
EMP025,2026-02-10,08:10:00,17:06:00,present,0
EMP026,2026-02-10,07:51:00,17:02:00,present,0
EMP027,2026-02-10,07:47:00,17:09:00,present,0
EMP028,2026-02-10,08:01:00,17:05:00,present,0
EMP029,2026-02-10,,,absent,0
EMP032,2026-02-10,07:39:00,17:08:00,present,0
EMP033,2026-02-10,07:40:00,17:05:00,present,0
EMP035,2026-02-10,07:52:00,19:39:00,present,156
EMP038,2026-02-10,08:55:00,17:07:00,late,0
EMP039,2026-02-10,07:53:00,17:09:00,present,0
EMP040,2026-02-10,07:59:00,17:10:00,present,0
EMP041,2026-02-10,08:00:00,17:02:00,present,0
EMP042,2026-02-10,07:43:00,17:09:00,present,0
EMP043,2026-02-10,07:58:00,17:03:00,present,0
EMP044,2026-02-10,08:03:00,17:07:00,present,0
EMP045,2026-02-10,07:49:00,17:01:00,present,0
EMP046,2026-02-10,08:26:00,18:01:00,late,60
EMP047,2026-02-10,08:06:00,17:00:00,present,0
EMP048,2026-02-10,07:43:00,17:08:00,present,0
EMP049,2026-02-10,07:42:00,17:09:00,present,0
EMP050,2026-02-10,,,absent,0
EMP001,2026-02-11,08:09:00,17:03:00,present,0
EMP002,2026-02-11,08:08:00,18:29:00,present,87
EMP003,2026-02-11,08:25:00,17:02:00,late,0
EMP004,2026-02-11,07:59:00,18:33:00,present,88
EMP005,2026-02-11,07:42:00,17:07:00,present,0
EMP007,2026-02-11,08:00:00,19:28:00,present,138
EMP008,2026-02-11,08:06:00,17:39:00,present,30
EMP009,2026-02-11,07:57:00,17:02:00,present,0
EMP010,2026-02-11,07:47:00,18:37:00,present,95
EMP011,2026-02-11,,,absent,0
EMP012,2026-02-11,09:16:00,17:04:00,late,0
EMP013,2026-02-11,07:52:00,17:07:00,present,0
EMP014,2026-02-11,08:02:00,18:51:00,present,110
EMP015,2026-02-11,07:56:00,17:02:00,present,0
EMP016,2026-02-11,07:52:00,17:07:00,present,0
EMP017,2026-02-11,07:55:00,17:06:00,present,0
EMP018,2026-02-11,07:42:00,17:00:00,present,0
EMP019,2026-02-11,,,absent,0
EMP020,2026-02-11,07:38:00,17:05:00,present,0
EMP022,2026-02-11,,,absent,0
EMP023,2026-02-11,08:26:00,17:03:00,late,0
EMP025,2026-02-11,07:52:00,17:04:00,present,0
EMP026,2026-02-11,07:47:00,17:01:00,present,0
EMP027,2026-02-11,07:44:00,17:02:00,present,0
EMP028,2026-02-11,07:44:00,17:09:00,present,0
EMP029,2026-02-11,08:08:00,20:45:00,present,222
EMP032,2026-02-11,08:02:00,17:04:00,present,0
EMP033,2026-02-11,08:01:00,17:00:00,present,0
EMP033,2026-02-11,08:01:00,17:00:00,present,0
EMP035,2026-02-11,07:55:00,20:04:00,present,180
EMP038,2026-02-11,07:58:00,17:01:00,present,0
EMP039,2026-02-11,07:43:00,17:05:00,present,0
EMP040,2026-02-11,07:50:00,17:03:00,present,0
EMP041,2026-02-11,07:42:00,18:56:00,present,113
EMP042,2026-02-11,08:09:00,17:04:00,present,0
EMP043,2026-02-11,07:44:00,18:00:00,present,54
EMP044,2026-02-11,08:10:00,17:05:00,present,0
EMP045,2026-02-11,09:09:00,17:08:00,late,0
EMP046,2026-02-11,07:53:00,18:42:00,present,102
EMP047,2026-02-11,08:09:00,17:01:00,present,0
EMP048,2026-02-11,07:59:00,17:04:00,present,0
EMP048,2026-02-11,07:59:00,17:04:00,present,0
EMP049,2026-02-11,07:35:00,17:08:00,present,0
EMP050,2026-02-11,07:54:00,17:04:00,present,0
EMP001,2026-02-12,07:37:00,17:04:00,present,0
EMP002,2026-02-12,07:43:00,18:23:00,present,73
EMP003,2026-02-12,09:00:00,17:05:00,late,0
EMP004,2026-02-12,07:51:00,17:09:00,present,0
EMP005,2026-02-12,09:01:00,17:04:00,late,0
EMP007,2026-02-12,07:41:00,17:10:00,present,0
EMP008,2026-02-12,07:48:00,17:03:00,present,0
EMP009,2026-02-12,08:00:00,17:03:00,present,0
EMP010,2026-02-12,08:05:00,18:00:00,present,53
EMP011,2026-02-12,07:46:00,17:00:00,present,0
EMP012,2026-02-12,08:40:00,17:45:00,late,39
EMP013,2026-02-12,07:41:00,17:02:00,present,0
EMP014,2026-02-12,07:59:00,18:28:00,present,88
EMP015,2026-02-12,07:50:00,17:04:00,present,0
EMP016,2026-02-12,,,absent,0
EMP017,2026-02-12,07:41:00,17:05:00,present,0
EMP018,2026-02-12,08:03:00,17:04:00,present,0
EMP019,2026-02-12,07:52:00,17:01:00,present,0
EMP020,2026-02-12,07:41:00,17:06:00,present,0
EMP022,2026-02-12,,,absent,0
EMP023,2026-02-12,08:52:00,17:10:00,late,0
EMP025,2026-02-12,07:42:00,17:01:00,present,0
EMP026,2026-02-12,07:39:00,17:01:00,present,0
EMP027,2026-02-12,07:37:00,17:02:00,present,0
EMP028,2026-02-12,08:02:00,17:10:00,present,0
EMP029,2026-02-12,07:41:00,20:17:00,present,187
EMP032,2026-02-12,07:39:00,17:02:00,present,0
EMP033,2026-02-12,08:03:00,17:07:00,present,0
EMP035,2026-02-12,07:52:00,19:24:00,present,142
EMP038,2026-02-12,08:01:00,17:10:00,present,0
EMP039,2026-02-12,07:50:00,17:08:00,present,0
EMP040,2026-02-12,07:49:00,17:09:00,present,0
EMP041,2026-02-12,07:49:00,17:03:00,present,0
EMP042,2026-02-12,07:58:00,17:02:00,present,0
EMP043,2026-02-12,07:43:00,17:02:00,present,0
EMP044,2026-02-12,08:01:00,17:03:00,present,0
EMP045,2026-02-12,07:59:00,17:06:00,present,0
EMP046,2026-02-12,08:36:00,18:18:00,late,76
EMP047,2026-02-12,07:44:00,17:07:00,present,0
EMP048,2026-02-12,07:54:00,17:05:00,present,0
EMP049,2026-02-12,,,absent,0
EMP050,2026-02-12,07:38:00,17:00:00,present,0
EMP001,2026-02-13,08:00:00,17:10:00,present,0
EMP002,2026-02-13,07:51:00,17:03:00,present,0
EMP003,2026-02-13,07:43:00,17:06:00,present,0
EMP004,2026-02-13,08:10:00,19:05:00,present,118
EMP005,2026-02-13,07:38:00,17:10:00,present,0
EMP007,2026-02-13,07:58:00,17:00:00,present,0
EMP008,2026-02-13,07:48:00,17:04:00,present,0
EMP009,2026-02-13,07:50:00,17:09:00,present,0
EMP010,2026-02-13,07:37:00,,present,0
EMP011,2026-02-13,07:47:00,17:06:00,present,0
EMP012,2026-02-13,09:08:00,17:08:00,late,0
EMP013,2026-02-13,07:59:00,17:00:00,present,0
EMP014,2026-02-13,07:40:00,17:03:00,present,0
EMP015,2026-02-13,07:45:00,17:08:00,present,0
EMP016,2026-02-13,07:56:00,17:02:00,present,0
EMP017,2026-02-13,08:02:00,19:03:00,present,117
EMP018,2026-02-13,08:06:00,17:33:00,present,31
EMP019,2026-02-13,07:40:00,17:07:00,present,0
EMP020,2026-02-13,07:52:00,17:05:00,present,0
EMP022,2026-02-13,07:51:00,17:04:00,present,0
EMP023,2026-02-13,08:06:00,18:12:00,present,66
EMP025,2026-02-13,08:03:00,17:09:00,present,0
EMP026,2026-02-13,08:07:00,17:10:00,present,0
EMP027,2026-02-13,07:50:00,,present,0
EMP028,2026-02-13,07:45:00,17:01:00,present,0
EMP029,2026-02-13,07:57:00,17:07:00,present,0
EMP032,2026-02-13,08:00:00,17:03:00,present,0
EMP033,2026-02-13,08:06:00,17:07:00,present,0
